IDBASE;TYPE EMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENT ADRESSE;NUMERO;LIEU / ADRESSE;IDEMPLACEMENT;LIBELLE FRANCAIS;GENRE;ESPECE;VARIETE OUCULTIVAR;CIRCONFERENCE (cm);HAUTEUR (m);STADE DE DEVELOPPEMENT;REMARQUABLE;geo_point_2d
102140;Arbre;Jardin;PARIS 19E ARRDT;;;PARC DES BUTTES CHAUMONT;H0690011;Platane;Platanus;x hispanica;;577;30;Mature;NON;48.88039924789625,2.381290044117552
132259;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD;000104005;Platane;Platanus;x hispanica;;190;12;;NON;48.84581028819272,2.363255831246247
2002364;Arbre;Jardin;BOIS DE VINCENNES;12-11;;ILE DE BERCY / LAC DAUMESNIL;12-11;Platane;Platanus;x hispanica;;420;40;Mature;OUI;48.83233923018604,2.411446406328874
115445;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE GUSTAVE MESUREUR / 105 RUE JEANNE D ARC;000103005;Platane;Platanus;x hispanica;;130;12;;NON;48.83355235224368,2.362104146564554
108974;Arbre;Jardin;PARIS 7E ARRDT;07-10b;;SQUARE SANTIAGO DU CHILI / 1 PLACE SALVADOR ALLENDE;000201004;Platane;Platanus;x hispanica;;525;25;Mature;NON;48.85741309196203,2.311002497706369
2002366;Arbre;Jardin;BOIS DE VINCENNES;12-14;;ROUTE DE LA CEINTURE DU LAC DAUMESNIL - LAC DAUMESNIL / PORTE DOREE;12-14;Platane;Platanus;x hispanica;;490;26;Mature;OUI;48.83381875508255,2.41121935814688
116956;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202007;Platane;Platanus;x hispanica;;42;0;Adulte;NON;48.872533873532156,2.411199737807801
2010568;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00020008;Platane;Platanus;x hispanica;;150;24;Adulte;NON;48.8391003935684,2.438378278451887
113238;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA PAIX / 128 RUE DE LAGNY;000107004;Platane;Platanus;x hispanica;;105;12;Adulte;NON;48.84901805043093,2.415551640161449
2025821;Arbre;Jardin;PARIS 1ER ARRDT;Le Parvis - Passage de la Canopée;;JARDIN NELSON MANDELA / 32 RUE BERGER;G00101006;Platane;Platanus;x hispanica;;95;10;Jeune (arbre)Adulte;NON;48.86162827346244,2.345990884175276
101322;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001116;Platane;Platanus;x hispanica;;195;20;;;48.83620841325176,2.38072993287178
107840;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00602003;Platane;Platanus;x hispanica;;91;12;Adulte;NON;48.857257850041606,2.297130494922947
135143;Arbre;Jardin;PARIS 17E ARRDT;;;JARDINET DU PARC DE STATIONNEMENT POUR AUTOCARS / 8 BOULEVARD PERSHING;000104007;Platane;Platanus;x hispanica;;130;14;Adulte;NON;48.88034139164804,2.282954434840436
2030492;Arbre;Jardin;PARIS 16E ARRDT;;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000105003;Platane;Platanus;orientalis;;152;25;Adulte;NON;48.83751101473641,2.253362246403697
138756;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000081;Platane;Platanus;x hispanica;;234;19;Mature;NON;48.89989461810673,2.365748579323388
128227;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000069;Platane;Platanus;x hispanica;;150;9;Adulte;NON;48.88960412884651,2.298610755775131
2030466;Arbre;Jardin;PARIS 16E ARRDT;Jeux de Boules;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000106005;Platane;Platanus;x hispanica;;166;18;Adulte;NON;48.83775712709981,2.253096857359774
110125;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0090;Platane;Platanus;x hispanica;;115;14;;;48.832005149602686,2.299043118641649
115853;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000201008;Platane;Platanus;x hispanica;;0;0;;NON;48.89993107507766,2.370528058840816
116575;Arbre;Jardin;PARIS 14E ARRDT;<Nul>;;SQUARE FERDINAND BRUNOT / 3 RUE DUROUCHOUX;10010006;Platane;Platanus;x hispanica;;330;25;Mature;NON;48.83253107017475,2.327087432672595
109816;Arbre;Jardin;PARIS 1ER ARRDT;Les Plinthes - 9 Rue Coquillière;;JARDIN NELSON MANDELA / 32 RUE BERGER;A00101005;Platane;Platanus;x hispanica;;130;15;Adulte;NON;48.86373697253238,2.3424474418131442
106729;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00902005;Platane;Platanus;x hispanica;;47;10;Jeune (arbre)Adulte;NON;48.85587781576981,2.299799923013595
106499;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01001021;Platane;Platanus;x hispanica;;205;12;Mature;NON;48.853416101202846,2.301526201284872
127077;Arbre;Jardin;PARIS 4E ARRDT;;;SQUARE HENRI GALLI / 9 BOULEVARD HENRI IV;000101008;Platane;Platanus;x hispanica;;327;24;;NON;48.85124230981064,2.362122363566834
107883;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0059;Platane;Platanus;x hispanica;;65;12;;;48.832183107690675,2.29904440391595
111066;Arbre;Jardin;PARIS 16E ARRDT;Jauge SEJ;;SQUARE ALEXANDRE ET RENE PARODI / 1 PLACE DE LA PORTE MAILLOT;000401003;Platane;Platanus;x hispanica;;224;20;Mature;NON;48.87665571824718,2.280173584853389
138728;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000053;Platane;Platanus;x hispanica;;225;21;Mature;NON;48.900334301069826,2.366098345487217
121247;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE MARIE CURIE;00000008;Platane;Platanus;x hispanica;;355;25;Mature;NON;48.84065819335375,2.363670342933758
2007733;Arbre;Jardin;PARIS 12E ARRDT;;;JARDINET DE LA PLACE SAINT ESTEPHE / 102 QUAI DE BERCY;000103004;Platane;Platanus;x hispanica;;320;25;Adulte;NON;48.83134465841379,2.385804312642537
107561;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604022;Platane;Platanus;x hispanica;;190;12;Adulte;NON;48.856720125300555,2.297429186808317
124910;Arbre;Jardin;PARIS 11E ARRDT;;;SQUARE MAURICE GARDETTE / 8 RUE GENERAL BLAISE;000103001;Platane;Platanus;x hispanica;;360;40;;NON;48.8619591200419,2.378645765780333
110489;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0014;Platane;Platanus;x hispanica;;140;14;;;48.83256982828121,2.299550656119399
100677;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000229;Platane;Platanus;x hispanica;;305;20;Adulte;NON;48.833502861336804,2.3850638140179052
107025;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00402001;Platane;Platanus;x hispanica;;85;14;Adulte;NON;48.855910835775134,2.296039152390531
2010554;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00010016;Platane;Platanus;x hispanica;;95;16;Adulte;NON;48.83957283861916,2.439339550067281
115421;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE GUSTAVE MESUREUR / 105 RUE JEANNE D ARC;000101004;Platane;Platanus;x hispanica;;110;10;;NON;48.833494024913044,2.362316048057324
113013;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000102003;Platane;Platanus;x hispanica;;55;10;Jeune (arbre)Adulte;NON;48.8406998581346,2.30036059443177
106648;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901017;Platane;Platanus;x hispanica;;42;10;Jeune (arbre)Adulte;NON;48.85533307844952,2.299752836193854
100737;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000289;Platane;Platanus;x hispanica;;400;20;;;48.83374512480048,2.383537027356539
106476;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01002002;Platane;Platanus;x hispanica;;44;10;Jeune (arbre)Adulte;NON;48.854261266250056,2.300053662652265
324768;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000104003;Platane;Platanus;x hispanica;;230;24;Mature;NON;48.869432043702545,2.366561755321902
325104;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000103007;Platane;Platanus;x hispanica;;155;17;Adulte;NON;48.8691889952078,2.366751736331263
100980;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000542;Platane;Platanus;x hispanica;;265;20;;;48.835128990315894,2.383507705127413
132343;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000114;Platane;Platanus;x hispanica;;239;15;;;48.8486658221321,2.35891773501296
106544;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201014;Platane;Platanus;x hispanica;;70;15;Adulte;NON;48.854146917235006,2.301601257330873
325142;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000202003;Platane;Platanus;x hispanica;;232;25;Mature;NON;48.86958257681341,2.366820431817003
305179;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00NO0149;Platane;Platanus;x hispanica;;275;23;Adulte;;48.87957364272574,2.306554577393228
114577;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DE L ABBE MIGNE / 1T PLACE DENFERT ROCHEREAU;000101003;Platane;Platanus;x hispanica;;340;22;Mature;NON;48.8337254962637,2.33276656618356
118706;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE ALBERT TOURNAIRE / 2 PLACE MAZAS;000101002;Platane;Platanus;x hispanica;;223;25;;NON;48.84545256283605,2.367636258887129
222701;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000204004;Platane;Platanus;x hispanica;;120;12;Adulte;NON;48.852909427869264,2.415376235728929
132329;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000100;Platane;Platanus;x hispanica;;303;18;;;48.848079732023216,2.359657223123652
116211;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DE L ASPIRAND DUNAND / 20 RUE SAILLARD;10030013;Platane;Platanus;x hispanica;;215;15;Adulte;NON;48.832159304882154,2.325808145117112
107837;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00601001;Platane;Platanus;x hispanica;;49;9;Jeune (arbre)Adulte;NON;48.857152183735685,2.297055308737586
106455;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01002023;Platane;Platanus;x hispanica;;30;6;Jeune (arbre);NON;48.85326833886384,2.301597469363409
180038;Arbre;Jardin;PARIS 14E ARRDT;;;JARDIN DU GROUPE SCOLAIRE MAURICE D OCAGNE / 7 AVENUE MAURICE D OCAGNE;000104006;Platane;Platanus;x hispanica;;135;17;Adulte;NON;48.823562998656556,2.311417999016303
107016;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401025;Platane;Platanus;x hispanica;;155;14;Adulte;NON;48.856232893523725,2.297132709270387
100711;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000263;Platane;Platanus;x hispanica;;300;25;;;48.833347890934405,2.383922493176931
116953;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202010;Platane;Platanus;x hispanica;;41;0;Jeune (arbre)Adulte;NON;48.87277031540497,2.411177446459746
116961;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202002;Platane;Platanus;x hispanica;;50;0;Adulte;NON;48.872881800616504,2.411626336811986
106521;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202010;Platane;Platanus;x hispanica;;75;15;Jeune (arbre)Adulte;NON;48.85428356391163,2.301229704211396
109181;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000157;Platane;Platanus;x hispanica;;130;20;;;48.81764066043287,2.355214447343222
106486;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01001008;Platane;Platanus;x hispanica;;160;12;Adulte;NON;48.85402865148953,2.300569622359696
115989;Arbre;Jardin;PARIS 3E ARRDT;;;SQUARE LEOPOLD ACHILLE / 5 RUE DU PARC ROYAL;000101006;Platane;Platanus;x hispanica;;315;25;Mature;NON;48.85860037757583,2.362943732364562
2008342;Arbre;Jardin;PARIS 14E ARRDT;;;JARDINIERES DE LA RUE MAURICE NOGUES / 1S RUE MAURICE NOGUES;000103001;Platane;Platanus;x hispanica;;290;25;Adulte;NON;48.82558322927513,2.30493448148081
107458;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402007;Platane;Platanus;x hispanica;;55;12;Jeune (arbre)Adulte;NON;48.85717833141794,2.295502128138013
106843;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701018;Platane;Platanus;x hispanica;;79;12;Jeune (arbre)Adulte;NON;48.854886167950895,2.2992378896242363
106490;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01001012;Platane;Platanus;x hispanica;;50;8;Jeune (arbre)Adulte;NON;48.8538428885491,2.300865009572306
106452;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01002026;Platane;Platanus;x hispanica;;35;8;Jeune (arbre);NON;48.85312608452569,2.301826617278026
115817;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101003;Platane;Platanus;x hispanica;;105;0;;NON;48.89922317286594,2.370901582219255
132307;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000078;Platane;Platanus;x hispanica;;43;7;;;48.84743472614535,2.360604778229724
113518;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000101006;Platane;Platanus;x hispanica;;65;9;Jeune (arbre)Adulte;NON;48.840042937572996,2.300846126149013
110123;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0088;Platane;Platanus;x hispanica;;96;14;;;48.831958709805015,2.29918806460973
110478;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0003;Platane;Platanus;x hispanica;;95;12;;;48.83287949839741,2.299547094475746
121937;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA;000201002;Platane;Platanus;x hispanica;;376;25;Adulte;NON;48.86591896131392,2.399764324318894
107315;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00702004;Platane;Platanus;x hispanica;;169;12;Adulte;NON;48.8555057486948,2.297880861400218
138668;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001267;Platane;Platanus;x hispanica;;155;20;Adulte;;48.83860885067927,2.377023146816826
109641;Arbre;Jardin;PARIS 1ER ARRDT;Les Plinthes - 9 Rue Coquillière;;JARDIN NELSON MANDELA / 32 RUE BERGER;A00101003;Platane;Platanus;x hispanica;;135;15;Adulte;NON;48.86368456471357,2.342391261282525
120807;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE SUZANNE BUISSON;00000021;Platane;Platanus;x hispanica;;80;7;Jeune (arbre)Adulte;NON;48.88827060293413,2.3369022432141993
115460;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 08 - 34 à 44;;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;000210008;Platane;Platanus;x hispanica;;143;16;Adulte;NON;48.87322801550992,2.2875984315477558
116955;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202008;Platane;Platanus;x hispanica;;42;0;Adulte;NON;48.87263995054726,2.411018904622702
109195;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000171;Platane;Platanus;x hispanica;;250;25;Mature;NON;48.81768099733682,2.355471268503362
110912;Arbre;Jardin;PARIS 16E ARRDT;;;SQUARE ALEXANDRE ET RENE PARODI / 1 PLACE DE LA PORTE MAILLOT;000304001;Platane;Platanus;x hispanica;;254;20;Mature;NON;48.875825735536125,2.279526661816391
106530;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202001;Platane;Platanus;x hispanica;;60;12;Jeune (arbre)Adulte;NON;48.85470834299978,2.300568376076373
124882;Arbre;Jardin;PARIS 11E ARRDT;;;SQUARE MAURICE GARDETTE / 8 RUE GENERAL BLAISE;000104005;Platane;Platanus;x hispanica;;280;30;;NON;48.8621081797593,2.378540571742975
118782;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000023;Platane;Platanus;x hispanica;;240;15;;;48.8510998824142,2.325850763991665
107248;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00701004;Platane;Platanus;x hispanica;;48;8;Jeune (arbre)Adulte;NON;48.854892965956324,2.298013292023243
124196;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN D IMMEUBLES DE LA PORTE DE BAGNOLET / 14 RUE JOSEPH PYTHON;000103004;Platane;Platanus;x hispanica;;240;18;Mature;NON;48.86459808722736,2.4104582749397823
101377;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000699;Platane;Platanus;x hispanica;;230;20;;;48.83608061268062,2.382237710314301
106733;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00902001;Platane;Platanus;x hispanica;;129;12;Adulte;NON;48.856157949251404,2.299884775954226
115304;Arbre;Jardin;PARIS 19E ARRDT;;;SQUARE DE LA PORTE DE LA VILLETTE / 22 RUE DU CHEMIN DE FER;000103004;Platane;Platanus;x hispanica;;120;17;Adulte;NON;48.899855254060924,2.389906563131384
179820;Arbre;Jardin;PARIS 12E ARRDT;;;TALUS BOULEVARD PONIATOWSKI LE BASTION / 2 V BOULEVARD PONIATOWSKI;000102035;Platane;Platanus;n. sp.;;140;15;Adulte;NON;48.82875999658826,2.389826114164758
100949;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000511;Platane;Platanus;x hispanica;;355;25;Mature;NON;48.83483789318674,2.3830351264152583
107382;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402028;Platane;Platanus;x hispanica;;174;14;Adulte;NON;48.85597852229112,2.297026030112277
2007844;Arbre;Jardin;PARIS 18E ARRDT;;;JARDIN DU 122 RUE DES POISSONNIERS / 122 RUE DES POISSONNIERS;000101004;Platane;Platanus;x hispanica;;180;15;Adulte;NON;48.894704004979126,2.353521897343166
100927;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000489;Platane;Platanus;x hispanica;;345;25;;;48.83535185933717,2.382194631425663
106473;Arbre;Jardin;PARIS 7E ARRDT;Canton 10;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A01002005;Platane;Platanus;x hispanica;;88;12;Jeune (arbre)Adulte;NON;48.85411772721182,2.300276376418831
2009268;Arbre;Jardin;PARIS 12E ARRDT;;;JARDINIERES DE LA PORTE DOREE / 1 PLACE EDOUARD RENARD;000101003;Platane;Platanus;n. sp.;;20;5;;NON;48.83572069100207,2.407450778052493
106525;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202006;Platane;Platanus;x hispanica;;32;7;Jeune (arbre);NON;48.85447132752404,2.300936415067791
126122;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN DE LA GARE DE CHARONNE;00000124;Platane;Platanus;orientalis;''Digitata'';210;25;Adulte;NON;48.85156666263644,2.409406056781547
2029120;Arbre;Jardin;PARIS 12E ARRDT;;;JARDINIERES DE LA PLACE DU CARDINAL LAVIGERIE;000102001;Platane;Platanus;x hispanica;;0;0;;NON;48.832566325646056,2.403779255331549
118759;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000003;Platane;Platanus;x hispanica;;237;15;;;48.85165555305316,2.32547139280536
107856;Arbre;Jardin;PARIS 7E ARRDT;Canton 03;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE PAUL DESCHANEL;A00302007;Platane;Platanus;x hispanica;;93;9;Jeune (arbre)Adulte;NON;48.85954375801896,2.295820860681251
319511;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE VILLEMIN;00000089;Platane;Platanus;x hispanica;;130;19;Adulte;NON;48.875003117126944,2.361657804680708
115423;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE GUSTAVE MESUREUR / 105 RUE JEANNE D ARC;000101006;Platane;Platanus;x hispanica;;100;10;;NON;48.83354904628237,2.362469195327936
132303;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000074;Platane;Platanus;x hispanica;;37;7;;;48.84725045377813,2.360880271202406
101242;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001035;Platane;Platanus;x hispanica;;410;30;Mature;;48.837795316467876,2.377770220565003
107831;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00601007;Platane;Platanus;x hispanica;;151;12;Adulte;NON;48.8572499093795,2.297694293517042
106852;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701010;Platane;Platanus;x hispanica;;181;12;Adulte;NON;48.85533546816758,2.298533221295334
225117;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000201001;Platane;Platanus;x hispanica;;145;14;Adulte;NON;48.85322449348631,2.415322221419517
111713;Arbre;Jardin;PARIS 14E ARRDT;Lisière Jourdan;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0208D2003;Platane;Platanus;x hispanica;;210;20;Adulte;NON;48.820630329011365,2.340093786696163
118716;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE ALBERT TOURNAIRE / 2 PLACE MAZAS;000101012;Platane;Platanus;x hispanica;;275;25;;NON;48.845018268134034,2.367970916184222
128287;Arbre;Jardin;PARIS 17E ARRDT;;;PROMENADE BERNARD LAFAY PR A6;60010009;Platane;Platanus;x hispanica;;111;16;;;48.885130825859456,2.286132780477978
107942;Arbre;Jardin;PARIS 7E ARRDT;Canton 01;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE LEON BOURGEOIS;A00102012;Platane;Platanus;x hispanica;;283;22;Mature;NON;48.85692927033612,2.293058758035037
2030483;Arbre;Jardin;PARIS 16E ARRDT;Jeux de Boules;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000106022;Platane;Platanus;x hispanica;;217;20;Mature;NON;48.8377016361216,2.253596909489176
2030481;Arbre;Jardin;PARIS 16E ARRDT;Jeux de Boules;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000106020;Platane;Platanus;x hispanica;;151;18;Adulte;NON;48.83770471484286,2.253386966016372
2030489;Arbre;Jardin;PARIS 16E ARRDT;Jeux de Boules;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000106028;Platane;Platanus;x hispanica;;166;18;Adulte;NON;48.83810629283484,2.253305883160572
118760;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000005;Platane;Platanus;x hispanica;;250;15;;;48.85165688272176,2.325598784307083
107464;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402013;Platane;Platanus;orientalis;;75;13;Jeune (arbre)Adulte;NON;48.85687405845896,2.295976908694395
117665;Arbre;Jardin;PARIS 11E ARRDT;;;SQUARE PASDELOUP;00000005;Platane;Platanus;orientalis;;205;22;;;48.862922657511746,2.367083185541314
2010570;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00020010;Platane;Platanus;x hispanica;;190;25;Adulte;NON;48.839084624645885,2.438546194664478
