IDBASE;TYPE EMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENT ADRESSE;NUMERO;LIEU / ADRESSE;IDEMPLACEMENT;LIBELLE FRANCAIS;GENRE;ESPECE;VARIETE OUCULTIVAR;CIRCONFERENCE (cm);HAUTEUR (m);STADE DE DEVELOPPEMENT;REMARQUABLE;geo_point_2d
115356;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 05 - 54 à 68;;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;000404042;Platane;Platanus;orientalis;''Digitata'';66;8;Jeune (arbre)Adulte;NON;48.87262446642489,2.282054741419625
2023659;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719480207;Platane;Platanus;x hispanica;;0;0;;NON;48.82097957829241,2.45456961437942
105909;Arbre;Jardin;PARIS 7E ARRDT;Canton 03;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE PAUL DESCHANEL;A00302001;Platane;Platanus;x hispanica;;285;24;Adulte;NON;48.85995671453619,2.295179249680218
325133;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000204003;Platane;Platanus;x hispanica;;220;22;Mature;NON;48.86955610567679,2.366931969003845
109196;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000172;Platane;Platanus;x hispanica;;160;20;;;48.81774652169884,2.355590552271866
100982;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000544;Platane;Platanus;x hispanica;;280;20;;;48.835258951525134,2.383349495651715
113505;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000101014;Platane;Platanus;x hispanica;;75;9;Jeune (arbre)Adulte;NON;48.84058375284957,2.300498023483842
106541;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201011;Platane;Platanus;x hispanica;;90;15;Adulte;NON;48.854286739102484,2.3013822631036103
2026049;Arbre;Jardin;PARIS 1ER ARRDT;Les Plinthes - Bourse du commerce;;JARDIN NELSON MANDELA / 32 RUE BERGER;A00102003;Platane;Platanus;x hispanica;;90;10;Adulte;NON;48.86347187041644,2.343112020073227
115819;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101005;Platane;Platanus;x hispanica;;102;0;;NON;48.899383066981066,2.370895680612317
107451;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401001;Platane;Platanus;x hispanica;;60;11;Jeune (arbre)Adulte;NON;48.85753919987357,2.295097736604078
126135;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN DE LA GARE DE CHARONNE;00000134;Platane;Platanus;orientalis;''Digitata'';120;18;Adulte;NON;48.85203827523654,2.409089610608236
115093;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU CARDINAL WYSZINSKI / 54 RUE VERCINGETORIX;000104009;Platane;Platanus;x hispanica;;230;16;;NON;48.83633635330287,2.316053937870696
110041;Arbre;Jardin;PARIS 4E ARRDT;;;VOIE GEORGES POMPIDOU - PORT DE L''HOTEL DE VILLE;10010010;Platane;Platanus;x hispanica;;170;20;Adulte;NON;48.85345830407888,2.35652663880338
2007704;Arbre;Jardin;PARIS 18E ARRDT;;;JARDIN DU 122 RUE DES POISSONNIERS / 122 RUE DES POISSONNIERS;000103003;Platane;Platanus;x hispanica;;150;15;;NON;48.89503414190854,2.353489619031788
100950;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000512;Platane;Platanus;x hispanica;;300;20;Mature;NON;48.834788663592306,2.383141823055433
2012057;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010014;Platane;Platanus;x hispanica;;180;17;Adulte;NON;48.88714019039366,2.293407500955616
111849;Arbre;Jardin;PARIS 14E ARRDT;Station RER;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0523C2003;Platane;Platanus;x hispanica;;136;28;Adulte;NON;48.82071218467931,2.3396691158170713
111852;Arbre;Jardin;PARIS 14E ARRDT;Station RER;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0523C1002;Platane;Platanus;x hispanica;;268;20;Mature;NON;48.820741838106414,2.339543872507448
317250;Arbre;Jardin;PARIS 9E ARRDT;;;SQUARE MONTHOLON / 79 BIS RUE LA FAYETTE;000108001;Platane;Platanus;x hispanica;;465;25;Mature;OUI;48.87692110596565,2.34671864206237
120959;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE L''EVANGILLE / 8 RUE DE LA MADONE;00000005;Platane;Platanus;x hispanica;;190;15;Adulte;NON;48.89221026997579,2.361839758050901
134210;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE DES EPINETTES;00000132;Platane;Platanus;x hispanica;;340;22;Adulte;NON;48.894557797239784,2.326477702867238
127541;Arbre;Jardin;PARIS 19E ARRDT;;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE;00000031;Platane;Platanus;x hispanica;;118;0;;;48.8812885890134,2.39877289524006
100868;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000426;Platane;Platanus;x hispanica;;365;30;Mature;NON;48.835124625599136,2.381761217780606
113766;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000103003;Platane;Platanus;x hispanica;;105;10;Adulte;NON;48.84066168012815,2.300248385467068
138729;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000054;Platane;Platanus;x hispanica;;204;21;Mature;NON;48.900268523100486,2.366128528580713
121543;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU SERMENT DE KOUFRA;00000082;Platane;Platanus;x hispanica;;125;6;Jeune (arbre)Adulte;NON;48.821229224570246,2.323507730768202
125696;Arbre;Jardin;PARIS 14E ARRDT;Héllènes;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0309B1001;Platane;Platanus;x hispanica;;315;20;Mature;NON;48.82099623998838,2.337375760632078
119485;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE JESSAINT / 36 BOULEVARD DE LA CHAPELLE;000101008;Platane;Platanus;x hispanica;;230;20;Mature;NON;48.88459582535753,2.358561334050402
136640;Arbre;Jardin;PARIS 16E ARRDT;;;SQUARE DU TCHAD / 8 AVENUE GENERAL DU SARRAIL;000102002;Platane;Platanus;x hispanica;;153;15;Adulte;NON;48.84594858393063,2.255989848968218
111429;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / 1 W QUAI HENRI IV;000101001;Platane;Platanus;x hispanica;;250;20;Mature;NON;48.84928182321286,2.361576082555334
305067;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00SO0226;Platane;Platanus;x hispanica;;420;25;Mature;NON;48.878748970949815,2.308184039428968
107882;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0058;Platane;Platanus;x hispanica;;135;14;;;48.83223040558176,2.299119552774332
2012050;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010007;Platane;Platanus;x hispanica;;210;20;Mature;NON;48.887313427173964,2.292944109288293
102743;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201003;Platane;Platanus;x hispanica;;38;0;Adulte;NON;48.87220439236241,2.410947183229843
107583;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603016;Platane;Platanus;x hispanica;;46;8;Jeune (arbre);NON;48.85706162622815,2.29704742597956
110355;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201010;Platane;Platanus;x hispanica;;45;0;Adulte;NON;48.872693139645236,2.411547880650049
113513;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000101010;Platane;Platanus;x hispanica;;65;9;Jeune (arbre)Adulte;NON;48.840313470121195,2.30067264630099
2032346;Arbre;Jardin;PARIS 7E ARRDT;Canton 01 / SETE;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;P00103002;Platane;Platanus;x hispanica;;45;6;Jeune (arbre);NON;48.85805290769714,2.293872107154048
110153;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000E0003;Platane;Platanus;x hispanica;;190;12;;;48.83246628985168,2.299940441366398
108129;Arbre;Jardin;PARIS 7E ARRDT;Canton 03 / SETE;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;P00301011;Platane;Platanus;x hispanica;;314;25;Mature;NON;48.8589646998198,2.294716764075717
136989;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE DE L''AMERIQUE LATINE;00000004;Platane;Platanus;x hispanica;;150;14;Adulte;NON;48.88607402089815,2.289863812815717
132293;Arbre;Jardin;PARIS 5E ARRDT;;;JARDIN TINO ROSSI;00000064;Platane;Platanus;x hispanica;;165;14;;;48.84706660172839,2.361150388104392
116475;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EMMANUEL FLEURY / 40 RUE LE VAU;00000106;Platane;Platanus;x hispanica;;180;0;Adulte;NON;48.87057030863467,2.41198548419486
138694;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000015;Platane;Platanus;x hispanica;;240;25;Mature;NON;48.900183381006116,2.367090252673358
2010559;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00010018;Platane;Platanus;x hispanica;;120;17;Adulte;NON;48.83961272004478,2.439515030284718
107485;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901005;Platane;Platanus;x hispanica;;171;12;Adulte;NON;48.85604853250352,2.298757253958638
138715;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000040;Platane;Platanus;x hispanica;;250;22;Mature;NON;48.90027123851708,2.366476866010332
135110;Arbre;Jardin;PARIS 17E ARRDT;;;JARDINET DU PARC DE STATIONNEMENT POUR AUTOCARS / 8 BOULEVARD PERSHING;000102007;Platane;Platanus;x hispanica;;147;14;Adulte;NON;48.8805536436224,2.282541473742798
2030494;Arbre;Jardin;PARIS 16E ARRDT;;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000105005;Platane;Platanus;x hispanica;;180;20;Adulte;NON;48.83759333836772,2.2534723520132403
2012048;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010005;Platane;Platanus;x hispanica;;230;20;Mature;NON;48.88736263844576,2.2928207312721263
118770;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000016;Platane;Platanus;x hispanica;;240;15;;;48.85135983683241,2.32649504333691
103906;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201013;Platane;Platanus;x hispanica;;42;0;Adulte;NON;48.87290233681349,2.411806571440501
120810;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE SUZANNE BUISSON;00000024;Platane;Platanus;x hispanica;;40;7;Jeune (arbre);NON;48.88811573830019,2.336804715553738
116359;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EMMANUEL FLEURY / 40 RUE LE VAU;00000062;Platane;Platanus;x hispanica;;215;0;Adulte;NON;48.87079364628441,2.411459689651883
106866;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00702017;Platane;Platanus;x hispanica;;50;10;Jeune (arbre)Adulte;NON;48.854879132833226,2.299087043725277
115852;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000201007;Platane;Platanus;x hispanica;;0;0;;NON;48.90002113383146,2.370512933640789
136986;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE DE L''AMERIQUE LATINE;00000001;Platane;Platanus;x hispanica;;170;14;Adulte;NON;48.88601135565252,2.290359871505327
99951;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU RANELAGH;00030031;Platane;Platanus;x hispanica;;280;24;Mature;NON;48.859019733103324,2.268342647555872
106533;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201003;Platane;Platanus;x hispanica;;40;9;Jeune (arbre)Adulte;NON;48.854665883050764,2.300795907810946
107835;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00601003;Platane;Platanus;x hispanica;;48;9;Jeune (arbre)Adulte;NON;48.857185269439334,2.2972694050541183
114865;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 10 - 20 à 26;;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;000206005;Platane;Platanus;x hispanica;;350;25;Mature;NON;48.87372598557823,2.289890553047028
116934;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000205002;Platane;Platanus;x hispanica;;36;0;Adulte;NON;48.873458292054494,2.412485356453451
132850;Arbre;Jardin;PARIS 15E ARRDT;;;JARDIN DE LA RUE DE LA CONVENTION;00000008;Platane;Platanus;x hispanica;;0;0;;;48.83991650546226,2.291641987254276
107557;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604018;Platane;Platanus;x hispanica;;210;12;Adulte;NON;48.85695646144987,2.297062215350991
2011991;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00040006;Platane;Platanus;x hispanica;;315;18;Mature;NON;48.88731347431807,2.29372618845725
116188;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DE L ASPIRAND DUNAND / 20 RUE SAILLARD;10010007;Platane;Platanus;x hispanica;;200;12;Adulte;NON;48.8320395696688,2.326829751297276
128207;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000049;Platane;Platanus;x hispanica;;123;9;Adulte;NON;48.88993319243805,2.299145083235001
115821;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101007;Platane;Platanus;x hispanica;;123;0;;NON;48.899544282444275,2.370887948810441
106534;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201004;Platane;Platanus;x hispanica;;66;12;Adulte;NON;48.85461688241645,2.300872246463873
109175;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000151;Platane;Platanus;x hispanica;;130;20;;;48.81769184727449,2.355188319368308
128195;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000037;Platane;Platanus;x hispanica;;119;9;Adulte;NON;48.88975601152526,2.29936721833709
124749;Arbre;Jardin;PARIS 12E ARRDT;;;JARDIN DE LA FONDATION NAPOLEON;00000011;Platane;Platanus;x hispanica;;185;0;;;48.848751231159,2.392001929737567
2013734;Arbre;Jardin;BOIS DE VINCENNES;;;PELOUSE DE REUILLY/ROUTE DES FORTIFICATIONS;20370137;Platane;Platanus;x hispanica;;40;8;Adulte;NON;48.82862997300716,2.4086754641214663
100871;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000431;Platane;Platanus;x hispanica;;420;25;Mature;NON;48.835272456140295,2.381436269515361
196445;Arbre;Jardin;PARIS 20E ARRDT;Talus Delaporte;;JARDIN DELAPORTE / 17 AVENUE DE LA PORTE DE VINCENNES;000202031;Platane;Platanus;x hispanica;;105;15;Adulte;NON;48.84911281554063,2.414611685729911
118768;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000014;Platane;Platanus;x hispanica;;240;15;;;48.851568345508355,2.326425025872322
111850;Arbre;Jardin;PARIS 14E ARRDT;Station RER;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0523C2002;Platane;Platanus;x hispanica;;35;9;Jeune (arbre)Adulte;NON;48.82074290517398,2.3397354645532102
2002105;Arbre;Jardin;PARIS 15E ARRDT;SN;;PROMENADE DU QUAI DE GRENELLE / 65 QUAI DE GRENELLE;000203003;Platane;Platanus;x hispanica;;260;20;Adulte;NON;48.85134917564315,2.284545666211844
113762;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;000104012;Platane;Platanus;x hispanica;;25;5;Jeune (arbre);NON;48.840379491122015,2.3003739692495753
101185;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000839;Platane;Platanus;x hispanica;;290;17;;;48.83575841090028,2.383218057099579
107443;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401009;Platane;Platanus;x hispanica;;182;14;Adulte;NON;48.85712645222518,2.295738211660059
107553;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604014;Platane;Platanus;x hispanica;;32;7;Jeune (arbre);NON;48.85721991684889,2.296648629395429
2010888;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00050007;Platane;Platanus;x hispanica;;0;0;;NON;48.84018638975554,2.439069212854586
2031143;Arbre;Jardin;PARIS 20E ARRDT;;;TALUS AVENUE IBSEN / 1 AVENUE IBSEN;000101026;Platane;Platanus;x hispanica;;20;6;Jeune (arbre);NON;48.866338290268175,2.41222107264216
110114;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0079;Platane;Platanus;x hispanica;;105;14;;;48.83200482029272,2.2992202079279638
132430;Arbre;Jardin;PARIS 5E ARRDT;;;SQUARE SAINT MEDARD / 36 RUE CENSIER;000101006;Platane;Platanus;orientalis;;244;14;;NON;48.83982031381524,2.350900849429897
2014111;Arbre;Jardin;BOIS DE VINCENNES;;;UCPA / ROUTE DU POLYGONE;31310183;Platane;Platanus;x hispanica;;240;20;Jeune (arbre);NON;48.834771826472306,2.432052103233438
100707;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000259;Platane;Platanus;x hispanica;;300;22;;;48.83370825504294,2.384021403278646
115441;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE GUSTAVE MESUREUR / 105 RUE JEANNE D ARC;000103002;Platane;Platanus;x hispanica;;70;15;;NON;48.83350710681343,2.36196790908105
110770;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0043;Platane;Platanus;x hispanica;;260;20;;;48.83232771929439,2.299012338822636
107875;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0051;Platane;Platanus;x hispanica;;60;10;;;48.83207334792416,2.299715353798816
138731;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000056;Platane;Platanus;x hispanica;;107;13;Adulte;NON;48.900220803765485,2.366252257979361
100869;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000428;Platane;Platanus;x hispanica;;300;28;Mature;NON;48.83535741872266,2.381260550728957
106514;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202017;Platane;Platanus;x hispanica;;90;15;Adulte;NON;48.853953959714566,2.30174607267785
100713;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000265;Platane;Platanus;x hispanica;;275;25;;;48.833442936938376,2.384072846380596
115440;Arbre;Jardin;PARIS 13E ARRDT;;;SQUARE GUSTAVE MESUREUR / 105 RUE JEANNE D ARC;000102006;Platane;Platanus;x hispanica;;135;20;;NON;48.83361084613373,2.362442991202123
109117;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000093;Platane;Platanus;x hispanica;;270;20;;;48.81797424237739,2.35625287306604
121556;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU SERMENT DE KOUFRA;00000095;Platane;Platanus;x hispanica;;135;6;Adulte;NON;48.820712997803774,2.324075653058118
110151;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000E0001;Platane;Platanus;x hispanica;;140;12;;;48.832493814234894,2.299761282336666
2012044;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010001;Platane;Platanus;x hispanica;;290;20;Mature;NON;48.88745498614572,2.29226284984759
107466;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00402015;Platane;Platanus;x hispanica;;45;10;Jeune (arbre);NON;48.85676782101142,2.296142619818634
323484;Arbre;Jardin;PARIS 8E ARRDT;;;FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD / 11 RUE BERRYER;00101001;Platane;Platanus;x hispanica;;340;25;Mature;NON;48.87558310401496,2.303332382947258
128178;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000020;Platane;Platanus;x hispanica;;135;9;Adulte;NON;48.889494532287856,2.298823471089205
110506;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0031;Platane;Platanus;x hispanica;;100;10;;;48.83227216402323,2.299598630950388
136785;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU RANELAGH;00040075;Platane;Platanus;x hispanica;;293;27;Mature;NON;48.86036666904972,2.26875839238583
319600;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE VILLEMIN;00000115;Platane;Platanus;x hispanica;;257;20;Mature;NON;48.875096201224856,2.36127899818745
123198;Arbre;Jardin;PARIS 7E ARRDT;;;PROMENADE D AUSTRALIE / 67 QUAI BRANLY;000101008;Platane;Platanus;x hispanica;;235;20;Adulte;NON;48.860201841390754,2.294592950271466
110492;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0017;Platane;Platanus;x hispanica;;125;15;;;48.832482325728634,2.299590194494656
119502;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE LOUISE DE MARILLAC / 1 PLACE DE LA CHAPELLE;000101001;Platane;Platanus;x hispanica;;340;26;Mature;NON;48.884674030467046,2.3596667667038442
2024110;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719811160;Platane;Platanus;orientalis;;0;0;;NON;48.82102887805106,2.454797558549182
107481;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901001;Platane;Platanus;x hispanica;;178;12;Adulte;NON;48.85630624811171,2.2987749790412
135385;Arbre;Jardin;PARIS 17E ARRDT;17-11;;SQUARE DES BATIGNOLLES;00000194;Platane;Platanus;x hispanica;;608;30;Mature;NON;48.88807089166608,2.315879459840083
116957;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000202006;Platane;Platanus;x hispanica;;38;0;Adulte;NON;48.872601525429985,2.411282845853807
107580;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603019;Platane;Platanus;x hispanica;;37;8;Jeune (arbre);NON;48.85688243419883,2.297331510142374
323630;Arbre;Jardin;PARIS 8E ARRDT;;;SQUARE MARCEL PAGNOL / 12 RUE DE LABORDE;00000020;Platane;Platanus;x hispanica;;320;25;Mature;NON;48.87603733884992,2.320579390339518
109681;Arbre;Jardin;PARIS 14E ARRDT;Entrée Jourdan / Cité Universitaire;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0102D1002;Platane;Platanus;x hispanica;;401;31;Mature;NON;48.82045977442376,2.340800556252909
107960;Arbre;Jardin;PARIS 7E ARRDT;Canton 01;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE LEON BOURGEOIS;A00101008;Platane;Platanus;x hispanica;;292;22;Mature;NON;48.85712961829275,2.292962568291441
322655;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE HENRI CHRISTINE / 151X QUAI DE JEMMAPES;000201006;Platane;Platanus;x hispanica;;30;5;Jeune (arbre);NON;48.87786498936844,2.366162086400017
110152;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000E0002;Platane;Platanus;x hispanica;;140;10;;;48.83246548364021,2.299839586914173
293835;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / 1 W QUAI HENRI IV;000102003;Platane;Platanus;x hispanica;;105;15;Adulte;NON;48.85016188061113,2.361266351607002
136783;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU RANELAGH;00040073;Platane;Platanus;x hispanica;;308;26;Mature;NON;48.86027148386737,2.268972280793674
101289;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001083;Platane;Platanus;x hispanica;;190;18;;;48.837421920104404,2.381180661237435
107380;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401030;Platane;Platanus;x hispanica;;28;7;Jeune (arbre);NON;48.85589575662667,2.297122851075454
118777;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000018;Platane;Platanus;x hispanica;;200;15;;;48.85128981854524,2.326323527361437
